id,Note,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,hyperlink,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating: (interaction),Prey item,Status,Class,Order,suborder,Family,subfamily,Genus,Prey.check,Check genus,Check sp.,Check (?)
11268970,S-Afr-Interactions (8-1-20),12/28/2016,12/28/2016,,Africa/Johannesburg,,129251,alexanderr,2016-12-30 18:42:59 UTC,2018-11-24 19:08:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11268970,https://www.inaturalist.org/observations/11268970,https://static.inaturalist.org/photos/16017834/medium.jpg?1524324687,,Firekill,<h3>burnt adder</h3><br>,FALSE,4,0,FALSE,,"uilsgat car park, cederberg",-32.4234739,19.167126,1,,,FALSE,,,Common Puff Adder,Bitis arietans,Puffadder,Reptilia,115431,https://www.inaturalist.org/observations/11268978,Rodentia,Included,Mammalia,Rodentia,,,,,0,0,0,0
11283267,S-Afr-Interactions (8-1-20),11/27/2016,11/27/2016,,Africa/Johannesburg,,659922,magdastlucia,2017-01-07 11:03:34 UTC,2019-05-30 04:29:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/11283267,https://www.inaturalist.org/observations/11283267,https://static.inaturalist.org/photos/16045355/medium.jpg?1524342368,,,<h3>Second Storey Inhabitant</h3><br>,FALSE,3,0,FALSE,,iThala,-27.5724,31.2246,1,,,FALSE,,,Snakes,Serpentes,Snakes,Reptilia,85553,,,Removed,,,,,,,,,,
11302134,meal,05/11/2016,05/11/2016,,Africa/Johannesburg,,632306,tuli,2017-01-18 21:06:05 UTC,2018-05-07 21:46:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11302134,https://www.inaturalist.org/observations/11302134,https://static.inaturalist.org/photos/16082714/medium.jpg?1524368705,,,"<h3>freshly attired for dinner</h3><br>sweet little brown snake, whose sheen suggests that it has recently shed, heading off to locate a meal perhaps.  The squirrel that lives in the roof of this same building might not be so pleased  about the possibility.",FALSE,2,0,FALSE,,Gaborone North: agricultural smallholdings area now within the city limits and being developed as residential in parts,-24.5571134,25.963393,1,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,,Removed,,,,,,,,,,
11307720,eating,02/04/2017,02/04/2017,,Africa/Johannesburg,FALSE,689073,jouberth,2017-04-03 11:45:40 UTC,2018-04-22 07:03:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11307720,https://www.inaturalist.org/observations/11307720,https://static.inaturalist.org/photos/16094618/medium.jpg?1524379913,,,<h3>Eggy</h3><br>,FALSE,3,0,FALSE,,Dinokeng - Uitvlugt North,-25.26423056,28.46834444,1,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
11364190,predation,03/11/2013,03/11/2013,,Africa/Johannesburg,,668373,gigilaidler,2013-11-03 18:19:36 UTC,2018-04-28 11:58:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11364190,https://www.inaturalist.org/observations/11364190,https://static.inaturalist.org/photos/16192730/medium.jpg?1524499857,,"Biohike_Solva_2013_11_03, rural","<h3>Snakie Om-nom-nom</h3><br><p>A Karoo Prinia chattering somewhere in a bush next to the path ahead of me, drew my attention when I noticed vigorous shaking of vegetation close to the ground, which I took to be the related to the Prinia at first. Only when I took a closer look with my binoculars, did I spot the distressed Agama, rigid and slowly opening and closing its mouth - and then it became clear that the cause of the apparent distress was the grip of the snake across the chest area just behind the front legs.<br/>The snake then deliberately maneuvered its mouth sideways towards the head of the Agama, and after about four minutes after first spotting it, it had aligned the Agama's head to be pointing straight into its mouth for the swallowing process to begin.<br/>The snake then suddenly moved forward about eight inches, and seemed to use the rock to stabilise the Agama to get the head into its mouth, then it swung around again locating the its prey alongside its body for some more maneuvering, before moving out of sight into the vegetation behind the rock.  Dennis did get a glimpse of the snake again, with just the tip of the tail of the Agama still visible, about 10 to 15 minutes after first observation.<br/>Lesson to be learnt - listen to the birds - they often advertise the presence of predators.</p>",FALSE,9,0,FALSE,,Solva,-34.23842,19.01618,1,,,FALSE,,,Psammophis notostictus,Psammophis notostictus,Karoo Sand Snake,Reptilia,28976,,,Removed,,,,,,,,,,
11364190,swallow,03/11/2013,03/11/2013,,Africa/Johannesburg,,668373,gigilaidler,2013-11-03 18:19:36 UTC,2018-04-28 11:58:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11364190,https://www.inaturalist.org/observations/11364190,https://static.inaturalist.org/photos/16192730/medium.jpg?1524499857,,"Biohike_Solva_2013_11_03, rural","<h3>Snakie Om-nom-nom</h3><br><p>A Karoo Prinia chattering somewhere in a bush next to the path ahead of me, drew my attention when I noticed vigorous shaking of vegetation close to the ground, which I took to be the related to the Prinia at first. Only when I took a closer look with my binoculars, did I spot the distressed Agama, rigid and slowly opening and closing its mouth - and then it became clear that the cause of the apparent distress was the grip of the snake across the chest area just behind the front legs.<br/>The snake then deliberately maneuvered its mouth sideways towards the head of the Agama, and after about four minutes after first spotting it, it had aligned the Agama's head to be pointing straight into its mouth for the swallowing process to begin.<br/>The snake then suddenly moved forward about eight inches, and seemed to use the rock to stabilise the Agama to get the head into its mouth, then it swung around again locating the its prey alongside its body for some more maneuvering, before moving out of sight into the vegetation behind the rock.  Dennis did get a glimpse of the snake again, with just the tip of the tail of the Agama still visible, about 10 to 15 minutes after first observation.<br/>Lesson to be learnt - listen to the birds - they often advertise the presence of predators.</p>",FALSE,9,0,FALSE,,Solva,-34.23842,19.01618,1,,,FALSE,,,Psammophis notostictus,Psammophis notostictus,Karoo Sand Snake,Reptilia,28976,,,Removed,,,,,,,,,,
11364190,prey,03/11/2013,03/11/2013,,Africa/Johannesburg,,668373,gigilaidler,2013-11-03 18:19:36 UTC,2018-04-28 11:58:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11364190,https://www.inaturalist.org/observations/11364190,https://static.inaturalist.org/photos/16192730/medium.jpg?1524499857,,"Biohike_Solva_2013_11_03, rural","<h3>Snakie Om-nom-nom</h3><br><p>A Karoo Prinia chattering somewhere in a bush next to the path ahead of me, drew my attention when I noticed vigorous shaking of vegetation close to the ground, which I took to be the related to the Prinia at first. Only when I took a closer look with my binoculars, did I spot the distressed Agama, rigid and slowly opening and closing its mouth - and then it became clear that the cause of the apparent distress was the grip of the snake across the chest area just behind the front legs.<br/>The snake then deliberately maneuvered its mouth sideways towards the head of the Agama, and after about four minutes after first spotting it, it had aligned the Agama's head to be pointing straight into its mouth for the swallowing process to begin.<br/>The snake then suddenly moved forward about eight inches, and seemed to use the rock to stabilise the Agama to get the head into its mouth, then it swung around again locating the its prey alongside its body for some more maneuvering, before moving out of sight into the vegetation behind the rock.  Dennis did get a glimpse of the snake again, with just the tip of the tail of the Agama still visible, about 10 to 15 minutes after first observation.<br/>Lesson to be learnt - listen to the birds - they often advertise the presence of predators.</p>",FALSE,9,0,FALSE,,Solva,-34.23842,19.01618,1,,,FALSE,,,Psammophis notostictus,Psammophis notostictus,Karoo Sand Snake,Reptilia,28976,,,Removed,,,,,,,,,,
11364190,S-Afr-Interactions (8-1-20),11/03/2013,11/03/2013,,Africa/Johannesburg,,668373,gigilaidler,2013-11-03 18:19:36 UTC,2018-04-28 11:58:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11364190,https://www.inaturalist.org/observations/11364190,https://static.inaturalist.org/photos/16192730/medium.jpg?1524499857,,"Biohike_Solva_2013_11_03, rural","<h3>Snakie Om-nom-nom</h3><br><p>A Karoo Prinia chattering somewhere in a bush next to the path ahead of me, drew my attention when I noticed vigorous shaking of vegetation close to the ground, which I took to be the related to the Prinia at first. Only when I took a closer look with my binoculars, did I spot the distressed Agama, rigid and slowly opening and closing its mouth - and then it became clear that the cause of the apparent distress was the grip of the snake across the chest area just behind the front legs.<br/>The snake then deliberately maneuvered its mouth sideways towards the head of the Agama, and after about four minutes after first spotting it, it had aligned the Agama's head to be pointing straight into its mouth for the swallowing process to begin.<br/>The snake then suddenly moved forward about eight inches, and seemed to use the rock to stabilise the Agama to get the head into its mouth, then it swung around again locating the its prey alongside its body for some more maneuvering, before moving out of sight into the vegetation behind the rock.  Dennis did get a glimpse of the snake again, with just the tip of the tail of the Agama still visible, about 10 to 15 minutes after first observation.<br/>Lesson to be learnt - listen to the birds - they often advertise the presence of predators.</p>",FALSE,9,0,FALSE,,Solva,-34.23842,19.01618,1,,,FALSE,,,Psammophis notostictus,Psammophis notostictus,Karoo Sand Snake,Reptilia,28976,https://www.inaturalist.org/observations/10892825,Agama atra,Included,Reptilia,Squamata,Sauria,Agamidae,,Agama,1,1,0,0
12442102,S-Afr-Interactions (8-1-20),2018-04-14 9:04:06 AM SAST,4/14/2018,2018-04-14 07:04:06 UTC,Africa/Johannesburg,FALSE,902305,gareth_preiss,2018-05-14 05:10:51 UTC,2018-12-21 16:18:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12442102,https://www.inaturalist.org/observations/12442102,https://static.inaturalist.org/photos/17946168/medium.jpeg?1526274730,,,,FALSE,9,0,FALSE,2,"Virginia, Durban North, 4051, South Africa",-29.7698477,31.04663976,65,,,FALSE,gps,gps,Rhombic Night Adder,Causus rhombeatus,Rhombic Night Adder,Reptilia,30820,https://www.inaturalist.org/observations/12445393,Sclerophrys sp.,Included,Amphibia,Anura,,Bufonidae,,Sclerophrys,0,1,1,0
13662877,eating,Tue Nov 01 2011 16:06:39 GMT+0200 (GMT+2),01/11/2011,2011-11-01 14:06:39 UTC,Africa/Johannesburg,,975621,laurent_h,2018-06-22 08:47:41 UTC,2018-06-24 09:01:17 UTC,research,,https://www.inaturalist.org/observations/13662877,https://www.inaturalist.org/observations/13662877,https://static.inaturalist.org/photos/20118442/medium.jpg?1529657262,,,"Eating a gecko, maybe Chondrodactylus bibronii?",FALSE,1,0,FALSE,3,"Gibeon, , Hardap, NA",-24.69293153,15.77272307,41,,,FALSE,,,Western Sand Snake,Psammophis trigrammus,Western Sand Snake,Reptilia,28962,,Chondrodactylus sp.,Included,Reptilia,Squamata,Sauria,Gekkonidae,,Chondrodactylus,0,1,1,0
14354026,S-Afr-Interactions (8-1-20),2016/03/18 7:48 PM CET,3/18/2016,2016-03-18 18:48:00 UTC,Paris,,983231,designedforx,2018-07-14 18:08:52 UTC,2019-11-24 18:36:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14354026,https://www.inaturalist.org/observations/14354026,https://static.inaturalist.org/photos/21326602/medium.jpg?1531586460,,,,FALSE,1,0,FALSE,,"Lungalunga, KE-KW, KE",-4.64759523,39.38643284,4,,,FALSE,,,Eastern Stripe-bellied Sand Snake,Psammophis orientalis,Eastern Stripe-bellied Sand Snake,Reptilia,28964,,,Removed,,,,,,,,,,
14378041,eating,2015/10/13 9:28 AM SAST,13/10/2015,2015-10-13 07:28:00 UTC,Africa/Johannesburg,FALSE,689058,martli,2018-07-15 10:59:20 UTC,2018-07-15 15:13:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14378041,https://www.inaturalist.org/observations/14378041,https://static.inaturalist.org/photos/21378178/medium.jpg?1531652330,,,,FALSE,1,0,FALSE,,"West Coast DC, South Africa",-32.3924382,18.95828282,484,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
14774517,S-Afr-Interactions (8-1-20),2018/05/30 2:21 PM SAST,5/30/2018,2018-05-30 12:21:00 UTC,Africa/Johannesburg,,751445,happyasacupcake,2018-07-27 03:09:14 UTC,2019-11-24 20:13:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14774517,https://www.inaturalist.org/observations/14774517,https://static.inaturalist.org/photos/22043680/medium.jpeg?1532657889,,,Snake eagle at https://www.inaturalist.org/observations/14774518,FALSE,10,0,FALSE,,Kgalagadi NP,-25.85208469,20.0622969,500,,,FALSE,,,Cape Cobra,Naja nivea,Cape Cobra,Reptilia,30487,,,Removed,,,,,,,,,,
15163735,eating,2018/07/11 4:41 PM SAST,11/07/2018,2018-07-11 14:41:00 UTC,Africa/Johannesburg,FALSE,742028,ockertvs,2018-08-06 10:00:41 UTC,2018-08-06 18:12:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15163735,https://www.inaturalist.org/observations/15163735,https://static.inaturalist.org/photos/22672791/medium.jpg?1533549558,,,,FALSE,3,0,FALSE,,"Tygerberg, Cape Town, South Africa",-33.85812194,18.58859306,863,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
16129394,meal,2018/09/01 4:17 PM SAST,01/09/2018,2018-09-01 14:17:00 UTC,Africa/Johannesburg,,742028,ockertvs,2018-09-02 12:51:14 UTC,2019-02-04 01:13:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16129394,https://www.inaturalist.org/observations/16129394,https://static.inaturalist.org/photos/24172541/medium.jpg?1535892304,,,Unnecessary!Meal seemed to be a rodent.,FALSE,4,0,FALSE,,"Montagu Mountain Nature Reserve,Montagu,South Africa",-33.76909966,20.11542811,26,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Rodentia,Included,Mammalia,Rodentia,,,,,0,0,0,0
16934652,eating,2018/09/26 12:32 PM UTC,26/09/2018,2018-09-26 12:32:00 UTC,UTC,FALSE,985930,pistolpete,2018-09-26 15:56:39 UTC,2018-09-26 18:39:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16934652,https://www.inaturalist.org/observations/16934652,https://static.inaturalist.org/photos/25591650/medium.jpg?1537977196,,,,FALSE,4,0,FALSE,,"Roodepoort 302-Iq, 1829, South Africa",-26.37497153,27.86385192,486,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
16997090,swallow,2018/09/28 12:36 PM SAST,28/09/2018,2018-09-28 10:36:00 UTC,Africa/Johannesburg,,662724,bushboy,2018-09-28 15:37:43 UTC,2018-12-31 04:22:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16997090,https://www.inaturalist.org/observations/16997090,https://static.inaturalist.org/photos/25700758/medium.jpeg?1538148656,,,"<h3>Not another dead one!</h3>
Found on garden path. Minor-looking puncture wounds, but vertebrae seem broken just behind neck. 
Neighbour's bloody cats bite and shake? Or Hadeda biting off more than it could swallow?",FALSE,2,0,FALSE,,"Scottburgh South, Scottburgh, 4180, South Africa",-30.30119613,30.74239254,4,,,FALSE,,,Bibron's Blind Snake,Afrotyphlops bibronii,Bibron's Blind Snake,Reptilia,32696,,,Removed,,,,,,,,,,
17240124,eating,2018-10-06 1:09:49 PM SAST,06/10/2018,2018-10-06 11:09:49 UTC,Africa/Johannesburg,FALSE,1124721,stevenwevans,2018-10-06 11:12:01 UTC,2019-06-18 11:45:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17240124,https://www.inaturalist.org/observations/17240124,https://static.inaturalist.org/photos/26145719/medium.jpeg?1538825079,,,,FALSE,6,0,FALSE,2,"R62, South Africa",-33.59984116,22.0581011,8,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17250593,eating,Sat Oct 06 2018 18:30:12 GMT+0200 (GMT+2),06/10/2018,2018-10-06 16:30:12 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-10-06 17:17:40 UTC,2018-10-14 04:07:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17250593,https://www.inaturalist.org/observations/17250593,https://static.inaturalist.org/photos/26163528/medium.jpg?1538846268,,,,FALSE,3,0,FALSE,3,"94 Charles Hoffe Avenue, Melkbosstrand, WC, ZA",-33.69849828,18.44224248,394,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17524299,eating,Sun Oct 14 2018 07:18:12 GMT+0200 (GMT+2),14/10/2018,2018-10-14 05:18:12 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-10-15 05:11:02 UTC,2018-12-27 05:03:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17524299,https://www.inaturalist.org/observations/17524299,https://static.inaturalist.org/photos/26670977/medium.jpg?1539580296,,,,FALSE,6,0,FALSE,3,"10 Rochester Road, Blouberg, WC, ZA",-33.80527482,18.47269046,558,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17571397,meal,2018/10/13 4:31 PM SAST,13/10/2018,2018-10-13 14:31:00 UTC,Africa/Johannesburg,,742028,ockertvs,2018-10-16 18:23:15 UTC,2018-11-18 21:14:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17571397,https://www.inaturalist.org/observations/17571397,https://static.inaturalist.org/photos/26746223/medium.jpg?1539713825,,,Had a meal or two recently.,FALSE,5,0,FALSE,,"Tygerberg,Cape Town, South Africa",-33.85216821,18.59980966,756,,,FALSE,,,Mole Snake,Pseudaspis cana,Mole Snake,Reptilia,28948,,Meal,Included,,,,,,,0,0,0,0
17856198,eating,Fri Oct 26 2018 20:09:34 GMT+0200 (GMT+2),26/10/2018,2018-10-26 18:09:34 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-10-26 18:30:55 UTC,2018-12-27 04:13:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17856198,https://www.inaturalist.org/observations/17856198,https://static.inaturalist.org/photos/27259390/medium.jpg?1540578682,,,,FALSE,3,0,FALSE,3,"Prothero Street, Malmesbury, WC, ZA",-33.52457027,18.59445972,3692,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17857803,eating,Fri Oct 26 2018 21:16:25 GMT+0200 (GMT+2),26/10/2018,2018-10-26 19:16:25 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-10-26 19:34:25 UTC,2018-12-27 04:13:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17857803,https://www.inaturalist.org/observations/17857803,https://static.inaturalist.org/photos/27262287/medium.jpg?1540582468,,,,FALSE,3,0,FALSE,3,"29 Edward Crescent, Melkbosstrand, WC, ZA",-33.69268256,18.44114907,206,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17910799,eating,2018-10-28 9:16:48 pm GMT+02:00,28/10/2018,2018-10-28 19:16:48 UTC,Africa/Johannesburg,FALSE,9957,jacquesmerwe923,2018-10-28 19:19:11 UTC,2018-12-26 12:15:54 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/17910799,https://www.inaturalist.org/observations/17910799,https://static.inaturalist.org/photos/27357815/medium.jpeg?1540754363,,,"Hmm, this is why we dont have any chicks this year. At least 11 eggs have gone missing, found out why tonight.",FALSE,9,0,FALSE,2,"Unnamed Road, South Africa",-33.31200477,18.38578038,263,,,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
17910799,S-Afr-Interactions (8-1-20),2018-10-28 9:16:48 pm GMT+02:00,10/28/2018,2018-10-28 19:16:48 UTC,Africa/Johannesburg,FALSE,9957,jacquesmerwe923,2018-10-28 19:19:11 UTC,2019-11-28 09:16:57 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/17910799,https://www.inaturalist.org/observations/17910799,https://static.inaturalist.org/photos/27357815/medium.jpeg?1540754363,,,"Hmm, this is why we dont have any chicks this year. At least 11 eggs have gone missing, found out why tonight.",FALSE,9,0,FALSE,2,"Unnamed Road, South Africa",-33.31200477,18.38578038,263,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,eating the eggs of https://www.inaturalist.org/observations/17931121,Gallus gallus domesticus,Included,Aves,Galliformes,,Phasianidae,,Gallus,1,1,0,0
17944604,S-Afr-Interactions (8-1-20),Sat Feb 18 2017 11:36:50 GMT+0200 (GMT+2),2/18/2017,2017-02-18 09:36:50 UTC,Africa/Johannesburg,,1305259,janinesa,2018-10-29 21:26:08 UTC,2018-12-26 12:03:02 UTC,research,,https://www.inaturalist.org/observations/17944604,https://www.inaturalist.org/observations/17944604,https://static.inaturalist.org/photos/27417683/medium.jpg?1540848384,,,,FALSE,7,0,FALSE,3,"74 Gazania Street, Bellville, WC, ZA",-33.87132833,18.62797833,5,,,FALSE,,,Cape Cobra,Naja nivea,Cape Cobra,Reptilia,30487,https://www.inaturalist.org/observations/17954856,Breviceps gibbosus,Included,Amphibia,Anura,,Brevicipitidae,,Breviceps,1,1,0,0
18278419,eating,Fri Nov 09 2018 07:08:28 GMT+0200 (GMT+2),09/11/2018,2018-11-09 05:08:28 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-11-09 05:17:12 UTC,2018-12-26 06:43:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18278419,https://www.inaturalist.org/observations/18278419,https://static.inaturalist.org/photos/27924097/medium.jpg?1541740664,,,,FALSE,5,0,FALSE,3,"Bloubergstrand, Blouberg, WC, ZA",-33.78267205,18.4557216,69,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
18280106,S-Afr-Interactions (8-1-20),2018/10/23 7:10 AM SAST,10/23/2018,2018-10-23 05:10:00 UTC,Africa/Johannesburg,,383144,tonyrebelo,2018-11-09 08:00:53 UTC,2018-12-26 06:27:12 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/18280106,https://www.inaturalist.org/observations/18280106,https://static.inaturalist.org/photos/27926908/medium.jpeg?1541749717,,,Fell out of tree when harassed by birds,FALSE,8,0,FALSE,,"Dreyersdal Road, Bergvliet",-34.0534487,18.45648484,10,,,FALSE,,,Common Brown Water Snake,Lycodonomorphus rufulus,Common Brown Water Snake,Reptilia,29536,,,Removed,,,,,,,,,,
18406601,eating,15/11/2018,15/11/2018,,Africa/Johannesburg,FALSE,687406,shobie,2018-11-15 08:22:58 UTC,2018-12-26 05:36:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18406601,https://www.inaturalist.org/observations/18406601,https://static.inaturalist.org/photos/28134794/medium.jpg?1542270181,,,Received photo from someone. No head visible.,FALSE,3,0,FALSE,2,"Unnamed Road, Military Base, Heidelberg - GP, 1441, South Africa",-26.48263899,28.37206934,8256,,,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
18443878,eating,Fri Nov 16 2018 17:31:58 GMT+0200 (GMT+2),16/11/2018,2018-11-16 15:31:58 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2018-11-17 07:11:18 UTC,2018-12-26 05:07:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18443878,https://www.inaturalist.org/observations/18443878,https://static.inaturalist.org/photos/28197380/medium.jpg?1542438764,,,,FALSE,6,0,FALSE,3,"Bloubergstrand, Blouberg, WC, ZA",-33.78610637,18.46236479,1028,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
18596361,eating,2018-11-16 7:03:07 AM GMT+02:00,16/11/2018,2018-11-16 05:03:07 UTC,Africa/Johannesburg,FALSE,1365116,mandibooysen,2018-11-24 12:11:09 UTC,2018-12-25 19:20:57 UTC,research,,https://www.inaturalist.org/observations/18596361,https://www.inaturalist.org/observations/18596361,https://static.inaturalist.org/photos/28459342/medium.jpg?1543061481,,,,FALSE,3,0,FALSE,2,"R101, South Africa",-24.67531519,28.51211699,8,,,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
18603177,eating,2018/11/24 3:39 PM SAST,24/11/2018,2018-11-24 13:39:00 UTC,Africa/Johannesburg,FALSE,686893,lennartn,2018-11-24 19:36:08 UTC,2018-12-25 19:19:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18603177,https://www.inaturalist.org/observations/18603177,https://static.inaturalist.org/photos/28471086/medium.jpeg?1543088045,,,,FALSE,8,1,FALSE,,"Swellendam, 6740, South Africa",-34.01696031,20.43801086,15,,,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
18630850,S-Afr-Interactions (8-1-20),2018/11/23 4:15 AM SAST,11/23/2018,2018-11-23 02:15:00 UTC,Africa/Johannesburg,,67590,wynand_uys,2018-11-25 20:08:05 UTC,2019-12-20 20:00:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18630850,https://www.inaturalist.org/observations/18630850,https://static.inaturalist.org/photos/28516312/medium.jpeg?1543175784,,,"Seen early morning outside my office front door, constricting a large gecko that, in turn,  had a grip on the snake.  Fortunately for the snake the gecko only had hold of a skin flap at the snake's throat, narrowly missing its trachea.
I placed an inverted basket over the pair so that the drama could play out undisturbed by foot traffic.
Later, when I removed the basket it was evident that the snake has prevailed. Only sign of the gecko was a lump in the snake. ",FALSE,10,0,FALSE,,"Mopani, South Africa",-24.40571437,30.81317533,61,,,FALSE,,,Boaedon capensis,Boaedon capensis,Cape House Snake,Reptilia,539396,https://www.inaturalist.org/observations/18630936,Chondrodactylus turneri,Included,Reptilia,Squamata,Sauria,Gekkonidae,,Chondrodactylus,1,1,0,0
18859784,predation,2014/03/20 10:43 AM SAST,20/03/2014,2014-03-20 08:43:00 UTC,Africa/Johannesburg,,801330,kfinn,2018-12-06 11:20:37 UTC,2018-12-25 12:30:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18859784,https://www.inaturalist.org/observations/18859784,https://static.inaturalist.org/photos/28894942/medium.jpg?1544095007,,"Xenocalamus, predation",Individual dug up and eaten by a meerkat.,FALSE,5,0,FALSE,,"Benede Oranje, South Africa",-26.95610076,21.83364951,976,,,FALSE,,,Slender Quill-snouted Snake,Xenocalamus bicolor,Slender Quill-snouted Snake,Reptilia,116565,,,Removed,,,,,,,,,,
18859784,S-Afr-Interactions (8-1-20),2014/03/20 10:43 AM SAST,3/20/2014,2014-03-20 08:43:00 UTC,Africa/Johannesburg,,801330,kfinn,2018-12-06 11:20:37 UTC,2020-01-01 16:18:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18859784,https://www.inaturalist.org/observations/18859784,https://static.inaturalist.org/photos/28894942/medium.jpg?1544095007,,"Xenocalamus, predation",Individual dug up and eaten by a meerkat.,FALSE,3,0,FALSE,,"Benede Oranje, South Africa",-26.95610076,21.83364951,976,,,FALSE,,,Bicoloured Quill-snouted Snake,Xenocalamus bicolor bicolor,Bicoloured Quill-snouted Snake,Reptilia,116627,,,Removed,,,,,,,,,,
